table,en,fr,ml,pa,hi,pt,es,it
alt,View of Nowy Sącz cityscape,Vue panoramique de Nowy Sącz,നോവി-സോഞ്ച് നഗരദൃശ്യം,ਨੋਵੀ-ਸੋਂਚ ਦੇ ਸ਼ਹਿਰੀ ਦ੍ਰਿਸ਼ ਦਾ ਨਜ਼ਾਰਾ,नोवी-सॉन्च नगरदृश्य का नज़ारा,Vista da paisagem urbana de Nowy Sącz,Vista del paisaje urbano de Nowy Sącz,Veduta del paesaggio urbano di Nowy Sącz
alt,View of Saint-Malo Beach,Vue de la plage de Saint-Malo,സാൻ-മാലോ കടൽത്തീരത്തിന്റെ ദൃശ്യം,ਸੈਂ-ਮਾਲੋ ਬੀਚ ਦਾ ਦ੍ਰਿਸ਼,सैं-मालो समुद्र तट का दृश्य,Vista da praia de Saint-Malo,Vista de la playa de Saint-Malo,Veduta della spiaggia di Saint-Malo
alt,View of high altar of Annecy cathedral,Vue du maître-autel de la cathédrale d'Annecy,ആനസി കത്തീഡ്രലിന്റെ പ്രധാന അൾത്താരയുടെ ദൃശ്യം,ਐਨੇਸੀ ਕੈਥੇਡ੍ਰਲ ਦੀ ਮੁੱਖ ਵੇਦੀ ਦਾ ਦ੍ਰਿਸ਼,एनेसी कैथेड्रल की मुख्य वेदी का दृश्य,Vista do altar-mor da catedral de Annecy,Vista del altar mayor de la catedral de Annecy,Veduta dell'altare maggiore della cattedrale di Annecy
alt,View of main organ of Annecy cathedral,Vue de l'orgue principal de la cathédrale d'Annecy,ആനസി കത്തീഡ്രലിന്റെ പ്രധാന ഓർഗന്റെ ദൃശ്യം,ਐਨੇਸੀ ਕੈਥੇਡ੍ਰਲ ਦੇ ਮੁੱਖ ਆਰਗਨ ਦਾ ਦ੍ਰਿਸ਼,एनेसी कैथेड्रल के मुख्य ऑर्गन का दृश्य,Vista do órgão principal da catedral de Annecy,Vista del órgano principal de la catedral de Annecy,Veduta dell'organo principale della cattedrale di Annecy
alt,Vitraux de la cathédrale Saint-Vincent de Saint-Malo,Vitraux de la cathédrale Saint-Vincent de Saint-Malo,സാൻ-മാലോയിലെ സാൻ-വാൻസാൻ കത്തീഡ്രലിന്റെ സ്റ്റെയിൻഡ് ഗ്ലാസ് ജനാലകൾ,ਸੈਂ-ਮਾਲੋ ਦੇ ਸੈਂ-ਵੈਂਸਾਂ ਕੈਥੇਡ੍ਰਲ ਦੀਆਂ ਰੰਗਦਾਰ ਕੱਚ ਦੀਆਂ ਖਿੜਕੀਆਂ,सैं-मालो के सैं-वांसां कैथेड्रल की रंगीन काँच की खिड़कियाँ,Vitrais da Catedral de Saint-Vincent de Saint-Malo,Vidrieras de la Catedral de Saint-Vincent de Saint-Malo,Vetrate della Cattedrale di Saint-Vincent a Saint-Malo
alt,Walls at Knossos Heraklion,"Murs à Knossos, Héraklion","ക്നോസോസിലെ ചുവരുകൾ, ഹെറാക്ലിയോൺ","ਕਨੋਸੋਸ ਦੀਆਂ ਕੰਧਾਂ, ਹੇਰਾਕਲਿਓਨ","क्नोसोस की दीवारें, हेराक्लिओन","Muros em Cnossos, Heraclião","Muros en Cnosos, Heraclión","Mura a Cnosso, Heraklion"
alt,"Water reflections of trees, Parc de la Tête d'Or","Reflets des arbres dans l'eau, Parc de la Tête d'Or","വൃക്ഷങ്ങളുടെ ജലപ്രതിഫലനങ്ങൾ, പാർക് ദെ ലാ തെത് ദോർ","ਰੁੱਖਾਂ ਦੇ ਪਾਣੀ ਵਿਚਲੇ ਪ੍ਰਤੀਬਿੰਬ, ਪਾਰਕ ਦੇ ਲਾ ਤੇਤ ਦੋਰ","वृक्षों के जल-प्रतिबिंब, पार्क दे ला तेत दोर","Reflexos das árvores na água, Parc de la Tête d'Or","Reflejos de los árboles en el agua, Parc de la Tête d'Or","Riflessi degli alberi nell'acqua, Parc de la Tête d'Or"
alt,West facade of Cathédrale Saint-Pierre de Rennes,Façade ouest de la cathédrale Saint-Pierre de Rennes,റെന്നയിലെ സാൻ-പിയേർ കത്തീഡ്രലിന്റെ പടിഞ്ഞാറൻ മുൻഭാഗം,ਰੇਨ ਦੇ ਸੈਂ-ਪੀਅਰ ਕੈਥੇਡ੍ਰਲ ਦਾ ਪੱਛਮੀ ਅਗਲਾ ਹਿੱਸਾ,रेन के सैं-पियर कैथेड्रल का पश्चिमी अग्रभाग,Fachada oeste da Catedral de Saint-Pierre de Rennes,Fachada oeste de la Catedral de Saint-Pierre de Rennes,Facciata ovest della Cattedrale di Saint-Pierre a Rennes
alt,Windows of Wartburg Castle,Fenêtres du château de la Wartburg,വാർട്ട്‌ബർഗ് കോട്ടയുടെ ജനാലകൾ,ਵਾਰਟਬਰਗ ਕਿਲ੍ਹੇ ਦੀਆਂ ਖਿੜਕੀਆਂ,वार्टबुर्ग किले की खिड़कियाँ,Janelas do Castelo de Wartburg,Ventanas del Castillo de Wartburg,Finestre del Castello di Wartburg
alt,"Windows, Pérouges","Fenêtres, Pérouges","ജനാലകൾ, പേരൂജ്","ਖਿੜਕੀਆਂ, ਪੇਰੂਜ","खिड़कियाँ, पेरूज","Janelas, Pérouges","Ventanas, Pérouges","Finestre, Pérouges"
alt,Église Notre-Dame-de-la-Nativité de Mons at Sunset,Église Notre-Dame-de-la-Nativité de Mons au coucher du soleil,സൂര്യാസ്തമയത്തിൽ മോൺസിലെ നോത്ര്-ദാം-ദെ-ലാ-നാറ്റിവിറ്റേ പള്ളി,ਸੂਰਜ ਡੁੱਬਣ ਵੇਲੇ ਮੋਂਸ ਦਾ ਨੋਤ੍ਰ-ਦਾਮ-ਦੇ-ਲਾ-ਨਾਤੀਵੀਤੇ ਗਿਰਜਾਘਰ,सूर्यास्त के समय मॉन्स का नोत्र-दाम-दे-ला-नातिविते गिरजाघर,Igreja Notre-Dame-de-la-Nativité de Mons ao pôr do sol,Iglesia Notre-Dame-de-la-Nativité de Mons al atardecer,Chiesa di Notre-Dame-de-la-Nativité a Mons al tramonto
alt,Église Saint-Aubin Toulouse,"Église Saint-Aubin, Toulouse","സാൻ-ഓബാൻ പള്ളി, തുലൂസ്","ਸੈਂ-ਓਬੈਂ ਗਿਰਜਾਘਰ, ਤੁਲੂਜ਼","सैं-ओबें गिरजाघर, तुलूज","Igreja de Saint-Aubin, Toulouse","Iglesia de Saint-Aubin, Tolosa","Chiesa di Saint-Aubin, Tolosa"
alt,Église Saint-Louis de Bordeaux,Église Saint-Louis de Bordeaux,ബോർഡോയിലെ സാൻ-ലൂയി പള്ളി,ਬੋਰਡੋ ਦਾ ਸੈਂ-ਲੂਈ ਗਿਰਜਾਘਰ,बोर्डो का सैं-लुई गिरजाघर,Igreja de Saint-Louis de Bordéus,Iglesia de Saint-Louis de Burdeos,Chiesa di Saint-Louis a Bordeaux
alt,Église Saint-Pierre-aux-Liens (Moissat-Bas),Église Saint-Pierre-aux-Liens (Moissat-Bas),സാൻ-പിയേർ-ഓ-ലിയാൻ പള്ളി (മോയ്സ-ബാ),ਸੈਂ-ਪੀਅਰ-ਓ-ਲੀਆਂ ਗਿਰਜਾਘਰ (ਮੋਇਸਾ-ਬਾ),सैं-पियर-ओ-लियां गिरजाघर (मोइसा-बा),Igreja de Saint-Pierre-aux-Liens (Moissat-Bas),Iglesia de Saint-Pierre-aux-Liens (Moissat-Bas),Chiesa di Saint-Pierre-aux-Liens (Moissat-Bas)
alt,Église Saint-Pothin (Lyon),Église Saint-Pothin (Lyon),സാൻ-പോത്താൻ പള്ളി (ലിയോൺ),ਸੈਂ-ਪੋਤੈਂ ਗਿਰਜਾਘਰ (ਲਿਓਂ),सैं-पोतें गिरजाघर (ल्यों),Igreja de Saint-Pothin (Lyon),Iglesia de Saint-Pothin (Lyon),Chiesa di Saint-Pothin (Lione)
alt,Église Saint-Sébastien de Narbonne,Église Saint-Sébastien de Narbonne,നാർബോണിലെ സാൻ-സെബാസ്ത്യാൻ പള്ളി,ਨਾਰਬੋਨ ਦਾ ਸੈਂ-ਸੇਬਾਸਤੀਅਨ ਗਿਰਜਾਘਰ,नारबोन का सैं-सेबास्तिएं गिरजाघर,Igreja de Saint-Sébastien de Narbonne,Iglesia de Saint-Sébastien de Narbona,Chiesa di Saint-Sébastien a Narbonne
alt,Église Sainte-Anne de Montpellier,Église Sainte-Anne de Montpellier,മോംപെലിയേയിലെ സാന്ത്-ആൻ പള്ളി,ਮੋਂਪੇਲੀਏ ਦਾ ਸੈਂਤ-ਆਨ ਗਿਰਜਾਘਰ,मोंपेलिये का सैंत-आन गिरजाघर,Igreja de Sainte-Anne de Montpellier,Iglesia de Sainte-Anne de Montpellier,Chiesa di Sainte-Anne a Montpellier
alt,Église Sainte-Madeleine-de-l'Île de Martigues,Église Sainte-Madeleine-de-l'Île de Martigues,മാർട്ടിഗിലെ സാന്ത്-മദ്‌ലെൻ-ദെ-ലിൽ പള്ളി,ਮਾਰਤੀਗ ਦਾ ਸੈਂਤ-ਮਾਦਲੇਨ-ਦੇ-ਲਿਲ ਗਿਰਜਾਘਰ,मार्तिग का सैंत-मादलेन-दे-लिल गिरजाघर,Igreja de Sainte-Madeleine-de-l'Île de Martigues,Iglesia de Sainte-Madeleine-de-l'Île de Martigues,Chiesa di Sainte-Madeleine-de-l'Île a Martigues
alt,Église de Sainte Cécile de Loupian,Église Sainte-Cécile de Loupian,ലൂപ്പിയാനിലെ സാന്ത്-സെസീൽ പള്ളി,ਲੂਪਿਆਂ ਦਾ ਸੈਂਤ-ਸੇਸੀਲ ਗਿਰਜਾਘਰ,लूपियां का सैंत-सेसील गिरजाघर,Igreja de Sainte-Cécile de Loupian,Iglesia de Sainte-Cécile de Loupian,Chiesa di Sainte-Cécile a Loupian
alt,Église du Bon-Pasteur (Lyon),Église du Bon-Pasteur (Lyon),ബോൺ-പാസ്ത്യൂർ പള്ളി (ലിയോൺ),ਬੋਂ-ਪਾਸਤਯੂਰ ਗਿਰਜਾਘਰ (ਲਿਓਂ),बों-पास्तर गिरजाघर (ल्यों),Igreja do Bom Pastor (Lyon),Iglesia del Buen Pastor (Lyon),Chiesa del Buon Pastore (Lione)
caption,Abbey,Abbaye,ആശ്രമം,ਮੱਠ,मठ,Abadia,Abadía,Abbazia
caption,Alhambra,Alhambra,അൽഹാംബ്ര,ਅਲਹਾਮਬਰਾ,अलहाम्ब्रा,Alhambra,Alhambra,Alhambra
caption,Altar,Autel,അൾത്താര,ਵੇਦੀ,वेदी,Altar,Altar,Altare
caption,Annecy,Annecy,ആനസി,ਐਨੇਸੀ,एनेसी,Annecy,Annecy,Annecy
caption,Arch,Arche,കമാനം,ਮਿਹਰਾਬ,मेहराब,Arco,Arco,Arco
caption,Arles,Arles,ആർൽ,ਆਰਲ,आर्ल,Arles,Arlés,Arles
caption,Athens,Athènes,ഏഥൻസ്,ਏਥਨਜ਼,एथेंस,Atenas,Atenas,Atene
caption,Autumn,Automne,ശരത്കാലം,ਪਤਝੜ,शरद ऋतु,Outono,Otoño,Autunno
caption,Autumn leaves,Feuilles d'automne,ശരത്കാല ഇലകൾ,ਪਤਝੜ ਦੇ ਪੱਤੇ,शरद ऋतु के पत्ते,Folhas de outono,Hojas de otoño,Foglie autunnali
caption,Balcony,Balcon,ബാൽക്കണി,ਬਾਲਕੋਨੀ,बालकनी,Varanda,Balcón,Balcone
caption,Barcelona,Barcelone,ബാഴ്സലോണ,ਬਾਰਸਿਲੋਨਾ,बार्सिलोना,Barcelona,Barcelona,Barcellona
caption,Basilica,Basilique,ബസിലിക്ക,ਬੈਸਿਲਿਕਾ,बेसिलिका,Basílica,Basílica,Basilica
caption,Beach,Plage,കടൽത്തീരം,ਬੀਚ,समुद्र तट,Praia,Playa,Spiaggia
caption,Bell,Cloche,മണി,ਘੰਟੀ,घंटी,Sino,Campana,Campana
caption,Bent tree,Arbre courbé,വളഞ്ഞ വൃക്ഷം,ਝੁਕਿਆ ਰੁੱਖ,झुका हुआ पेड़,Árvore curvada,Árbol curvado,Albero piegato
caption,Berlin,Berlin,ബർലിൻ,ਬਰਲਿਨ,बर्लिन,Berlim,Berlín,Berlino
caption,Bologna,Bologne,ബൊലോഞ്ഞ,ਬੋਲੋਨਿਆ,बोलोन्या,Bolonha,Bolonia,Bologna
caption,Bridge,Pont,പാലം,ਪੁਲ,पुल,Ponte,Puente,Ponte
caption,Budapest,Budapest,ബുഡാപെസ്റ്റ്,ਬੁਡਾਪੇਸਟ,बुडापेस्ट,Budapeste,Budapest,Budapest
caption,Building,Bâtiment,കെട്ടിടം,ਇਮਾਰਤ,इमारत,Edifício,Edificio,Edificio
caption,Buildings,Bâtiments,കെട്ടിടങ്ങൾ,ਇਮਾਰਤਾਂ,इमारतें,Edifícios,Edificios,Edifici
caption,Castle,Château,കോട്ട,ਕਿਲ੍ਹਾ,किला,Castelo,Castillo,Castello
caption,Cathedral,Cathédrale,കത്തീഡ്രൽ,ਕੈਥੇਡ੍ਰਲ,कैथेड्रल,Catedral,Catedral,Cattedrale
caption,Ceiling,Plafond,മേൽത്തട്ട്,ਛੱਤ,छत,Teto,Techo,Soffitto
caption,"Ceiling, Église Sainte-Marie-Madeleine de Pérouges","Plafond, Église Sainte-Marie-Madeleine de Pérouges",സാന്ത്-മാരി-മദ്‌ലെൻ ദെ പേരൂജ് പള്ളിയുടെ മേൽത്തട്ട്,ਸੈਂਤ-ਮਾਰੀ-ਮਾਦਲੇਨ ਦੇ ਪੇਰੂਜ ਗਿਰਜਾਘਰ ਦੀ ਛੱਤ,सैंत-मारी-मादलेन दे पेरूज गिरजाघर की छत,"Teto, Igreja de Sainte-Marie-Madeleine de Pérouges","Techo, Iglesia de Sainte-Marie-Madeleine de Pérouges","Soffitto, Chiesa di Sainte-Marie-Madeleine a Pérouges"
caption,Chapel,Chapelle,ചാപ്പൽ,ਚੈਪਲ,चैपल,Capela,Capilla,Cappella
caption,Church,Église,പള്ളി,ਗਿਰਜਾਘਰ,गिरजाघर,Igreja,Iglesia,Chiesa
caption,"Church, Perouges","Église, Pérouges","പള്ളി, പേരൂജ്","ਗਿਰਜਾਘਰ, ਪੇਰੂਜ","गिरजाघर, पेरूज","Igreja, Pérouges","Iglesia, Pérouges","Chiesa, Pérouges"
caption,Cistern,Citerne,ജലസംഭരണി,ਜਲ-ਟੈਂਕੀ,जलकुंड,Cisterna,Cisterna,Cisterna
caption,Cloister,Cloître,ക്ലോയിസ്റ്റർ,ਕਲੋਇਸਟਰ,क्लॉइस्टर,Claustro,Claustro,Chiostro
caption,Courtyard,Cour,മുറ്റം,ਵਿਹੜਾ,आँगन,Pátio,Patio,Cortile
caption,Door,Porte,വാതിൽ,ਦਰਵਾਜ਼ਾ,दरवाज़ा,Porta,Puerta,Porta
caption,Double Rainbow,Double arc-en-ciel,ഇരട്ട മഴവില്ല്,ਦੋਹਰਾ ਸਤਰੰਗੀ ਪੀਂਘ,दोहरा इंद्रधनुष,Arco-íris duplo,Doble arcoíris,Doppio arcobaleno
caption,Exterior,Extérieur,പുറംഭാഗം,ਬਾਹਰੀ ਦ੍ਰਿਸ਼,बाहरी दृश्य,Exterior,Exterior,Esterno
caption,Facade,Façade,മുൻഭാഗം,ਅਗਲਾ ਹਿੱਸਾ,अग्रभाग,Fachada,Fachada,Facciata
caption,Façade,Façade,മുൻഭാഗം,ਅਗਲਾ ਹਿੱਸਾ,अग्रभाग,Fachada,Fachada,Facciata
caption,"Façade with wood, Pérouges","Façade en bois, Pérouges","തടി കൊണ്ടുള്ള മുൻഭാഗം, പേരൂജ്","ਲੱਕੜ ਵਾਲਾ ਅਗਲਾ ਹਿੱਸਾ, ਪੇਰੂਜ","लकड़ी का अग्रभाग, पेरूज","Fachada de madeira, Pérouges","Fachada de madera, Pérouges","Facciata in legno, Pérouges"
caption,Florence,Florence,ഫ്ലോറൻസ്,ਫਲੋਰੈਂਸ,फ्लोरेंस,Florença,Florencia,Firenze
caption,Flowers,Fleurs,പൂക്കൾ,ਫੁੱਲ,फूल,Flores,Flores,Fiori
caption,Fort,Fort,കോട്ട,ਕਿਲ੍ਹਾ,किला,Forte,Fortaleza,Forte
caption,Fountain,Fontaine,ജലധാര,ਫੁਹਾਰਾ,फव्वारा,Fonte,Fuente,Fontana
caption,Garden,Jardin,പൂന്തോട്ടം,ਬਾਗ਼,बगीचा,Jardim,Jardín,Giardino
caption,"Garden view, Rue du Prince, Pérouges","Vue du jardin, Rue du Prince, Pérouges","പൂന്തോട്ട ദൃശ്യം, റ്യൂ ദ്യൂ പ്രിൻസ്, പേരൂജ്","ਬਾਗ਼ ਦਾ ਦ੍ਰਿਸ਼, ਰਯੂ ਦਯੂ ਪ੍ਰਿੰਸ, ਪੇਰੂਜ","बगीचे का दृश्य, रयू दयू प्रिंस, पेरूज","Vista do jardim, Rue du Prince, Pérouges","Vista del jardín, Rue du Prince, Pérouges","Veduta del giardino, Rue du Prince, Pérouges"
caption,Gdansk,Gdansk,ഗ്ദാൻസ്ക്,ਗਦਾਂਸਕ,ग्दांस्क,Gdansk,Gdansk,Danzica
caption,Genoa,Gênes,ജെനോവ,ਜੇਨੋਆ,जेनोआ,Génova,Génova,Genova
caption,Giuseppe Verdi,Giuseppe Verdi,ജ്യൂസെപ്പെ വെർദി,ਜੂਜ਼ੈੱਪੇ ਵਰਦੀ,ज्यूसेप्पे वर्दी,Giuseppe Verdi,Giuseppe Verdi,Giuseppe Verdi
caption,Golden Hour,Heure dorée,സുവർണ്ണ നേരം,ਸੁਨਹਿਰੀ ਘੜੀ,स्वर्णिम बेला,Hora dourada,Hora dorada,Ora dorata
caption,Golden hour,Heure dorée,സുവർണ്ണ നേരം,ਸੁਨਹਿਰੀ ਘੜੀ,स्वर्णिम बेला,Hora dourada,Hora dorada,Ora dorata
caption,Gondolas,Gondoles,ഗൊണ്ടോളകൾ,ਗੋਂਡੋਲਾ,गोंडोला,Gôndolas,Góndolas,Gondole
caption,Heraklion,Héraklion,ഹെറാക്ലിയോൺ,ਹੇਰਾਕਲਿਓਨ,हेराक्लिओन,Heraclião,Heraclión,Heraklion
caption,Hotel,Hôtel,ഹോട്ടൽ,ਹੋਟਲ,होटल,Hotel,Hotel,Hotel
caption,Interior,Intérieur,അകംഭാഗം,ਅੰਦਰੂਨੀ ਦ੍ਰਿਸ਼,भीतरी दृश्य,Interior,Interior,Interno
caption,Issoire,Issoire,ഇസ്വാർ,ਇਸਵਾਰ,इस्वार,Issoire,Issoire,Issoire
caption,Lake,Lac,തടാകം,ਝੀਲ,झील,Lago,Lago,Lago
caption,Leaves,Feuilles,ഇലകൾ,ਪੱਤੇ,पत्ते,Folhas,Hojas,Foglie
caption,Lights,Lumières,വിളക്കുകൾ,ਰੋਸ਼ਨੀਆਂ,रोशनी,Luzes,Luces,Luci
caption,Lintel,Linteau,കട്ടിളമേൽപ്പടി,ਸਰਦਲ,सरदल,Lintel,Dintel,Architrave
caption,Loupian,Loupian,ലൂപ്പിയാൻ,ਲੂਪਿਆਂ,लूपियां,Loupian,Loupian,Loupian
caption,Market Square,Place du marché,ചന്തസ്ഥലം,ਬਾਜ਼ਾਰ ਚੌਕ,बाज़ार चौक,Praça do mercado,Plaza del mercado,Piazza del mercato
caption,Market hall,Halle,ചന്തമണ്ഡപം,ਬਾਜ਼ਾਰ ਹਾਲ,बाज़ार हॉल,Mercado coberto,Mercado cubierto,Mercato coperto
caption,Marseille,Marseille,മാർസെയ്,ਮਾਰਸੇ,मार्सेय,Marselha,Marsella,Marsiglia
caption,Mural,Fresque murale,ചുവർചിത്രം,ਕੰਧ-ਚਿੱਤਰ,भित्ति चित्र,Mural,Mural,Murale
caption,Museum,Musée,മ്യൂസിയം,ਅਜਾਇਬ-ਘਰ,संग्रहालय,Museu,Museo,Museo
caption,Nature,Nature,പ്രകൃതി,ਕੁਦਰਤ,प्रकृति,Natureza,Naturaleza,Natura
caption,Nave,Nef,നടുത്തളം,ਨੇਵ,नेव,Nave,Nave,Navata
caption,Nowy Sącz,Nowy Sącz,നോവി-സോഞ്ച്,ਨੋਵੀ-ਸੋਂਚ,नोवी-सॉन्च,Nowy Sącz,Nowy Sącz,Nowy Sącz
caption,Palace,Palais,കൊട്ടാരം,ਮਹਿਲ,महल,Palácio,Palacio,Palazzo
caption,Panorama,Panorama,സമഗ്രദൃശ്യം,ਪੈਨੋਰਮਾ,विहंगम दृश्य,Panorama,Panorama,Panorama
caption,Passage,Passage,ഇടനാഴി,ਲਾਂਘਾ,मार्ग,Passagem,Pasaje,Passaggio
caption,Pillars,Piliers,തൂണുകൾ,ਥੰਮ੍ਹ,स्तंभ,Pilares,Pilares,Pilastri
caption,Pipe Organ,Orgue,പൈപ്പ് ഓർഗൻ,ਪਾਈਪ ਆਰਗਨ,पाइप ऑर्गन,Órgão de tubos,Órgano de tubos,Organo a canne
caption,Pipe organ,Orgue,പൈപ്പ് ഓർഗൻ,ਪਾਈਪ ਆਰਗਨ,पाइप ऑर्गन,Órgão de tubos,Órgano de tubos,Organo a canne
caption,Pisa,Pise,പിസ,ਪੀਸਾ,पीसा,Pisa,Pisa,Pisa
caption,Portal,Portail,കവാടം,ਦਵਾਰ,प्रवेशद्वार,Portal,Portal,Portale
caption,Porte Cailhau,Porte Cailhau,പോർട്ട് കായൂ,ਪੋਰਟ ਕਾਯੂ,पोर्त काइयू,Porte Cailhau,Porte Cailhau,Porte Cailhau
caption,Pulpit,Chaire,പ്രസംഗപീഠം,ਪ੍ਰਚਾਰ-ਮੰਚ,उपदेशमंच,Púlpito,Púlpito,Pulpito
caption,Pérouges,Pérouges,പേരൂജ്,ਪੇਰੂਜ,पेरूज,Pérouges,Pérouges,Pérouges
caption,Reflection,Reflet,പ്രതിഫലനം,ਪ੍ਰਤੀਬਿੰਬ,प्रतिबिंब,Reflexo,Reflejo,Riflesso
caption,Saint-Nazaire-en-Royans,Saint-Nazaire-en-Royans,സാൻ-നസേർ-ആൻ-റോയാൻ,ਸੈਂ-ਨਜ਼ੇਰ-ਆਂ-ਰੋਯਾਂ,सैं-नजेर-आं-रॉयां,Saint-Nazaire-en-Royans,Saint-Nazaire-en-Royans,Saint-Nazaire-en-Royans
caption,Sanctuary,Sanctuaire,വിശുദ്ധസ്ഥലം,ਪਵਿੱਤਰ-ਅਸਥਾਨ,गर्भगृह,Santuário,Santuario,Santuario
caption,Sculpture,Sculpture,ശില്പം,ਮੂਰਤੀ,मूर्तिकला,Escultura,Escultura,Scultura
caption,Sky,Ciel,ആകാശം,ਅਸਮਾਨ,आकाश,Céu,Cielo,Cielo
caption,Skyscrapers,Gratte-ciel,അംബരചുംബികൾ,ਅਸਮਾਨ-ਛੂਹ ਇਮਾਰਤਾਂ,गगनचुंबी इमारतें,Arranha-céus,Rascacielos,Grattacieli
caption,Snow,Neige,മഞ്ഞ്,ਬਰਫ਼,बर्फ़,Neve,Nieve,Neve
caption,Square,Place,ചത്വരം,ਚੌਕ,चौक,Praça,Plaza,Piazza
caption,Stained-glass,Vitrail,സ്റ്റെയിൻഡ് ഗ്ലാസ്,ਰੰਗਦਾਰ ਕੱਚ,रंगीन काँच,Vitral,Vidriera,Vetrata
caption,Station,Gare,സ്റ്റേഷൻ,ਸਟੇਸ਼ਨ,स्टेशन,Estação,Estación,Stazione
caption,Statue,Statue,പ്രതിമ,ਮੂਰਤੀ,प्रतिमा,Estátua,Estatua,Statua
caption,Stockholm,Stockholm,സ്റ്റോക്ക്ഹോം,ਸਟਾਕਹੋਮ,स्टॉकहोम,Estocolmo,Estocolmo,Stoccolma
caption,Street light,Lampadaire,തെരുവുവിളക്ക്,ਗਲੀ ਦੀ ਰੋਸ਼ਨੀ,सड़क की बत्ती,Candeeiro de rua,Farola,Lampione
caption,Sunrise,Lever du soleil,സൂര്യോദയം,ਸੂਰਜ ਚੜ੍ਹਨਾ,सूर्योदय,Nascer do sol,Amanecer,Alba
caption,Sunset,Coucher du soleil,സൂര്യാസ്തമയം,ਸੂਰਜ ਡੁੱਬਣਾ,सूर्यास्त,Pôr do sol,Atardecer,Tramonto
caption,Theater,Théâtre,നാടകശാല,ਥੀਏਟਰ,रंगमंच,Teatro,Teatro,Teatro
caption,Toulouse,Toulouse,തുലൂസ്,ਤੁਲੂਜ਼,तुलूज,Toulouse,Tolosa,Tolosa
caption,Trees,Arbres,വൃക്ഷങ്ങൾ,ਰੁੱਖ,वृक्ष,Árvores,Árboles,Alberi
caption,Turin,Turin,ടൂറിൻ,ਟੂਰਿਨ,तूरिन,Turim,Turín,Torino
caption,Twilight,Crépuscule,സന്ധ്യ,ਸ਼ਾਮ ਦਾ ਘੁਸਮੁਸਾ,गोधूलि,Crepúsculo,Crepúsculo,Crepuscolo
caption,Vaise,Vaise,വെയ്‌സ്,ਵੇਜ਼,वेज़,Vaise,Vaise,Vaise
caption,Volvic,Volvic,വോൾവിക്,ਵੋਲਵਿਕ,वोल्विक,Volvic,Volvic,Volvic
caption,Wartburg,Wartburg,വാർട്ട്‌ബർഗ്,ਵਾਰਟਬਰਗ,वार्टबुर्ग,Wartburg,Wartburg,Wartburg
caption,"Windows, Pérouges","Fenêtres, Pérouges","ജനാലകൾ, പേരൂജ്","ਖਿੜਕੀਆਂ, ਪੇਰੂਜ","खिड़कियाँ, पेरूज","Janelas, Pérouges","Ventanas, Pérouges","Finestre, Pérouges"
caption,Wrocław,Wrocław,വ്രോത്സ്വാവ്,ਵ੍ਰੋਤਸਵਾਫ,व्रॉत्सवाफ,Wrocław,Wrocław,Breslavia
